run_type,seq_len,batch_size,op_name,cuda_time_total_ms,cuda_time_mean_ms,cpu_time_total_ms,cuda_occurrences,input_shapes,extra_tags
prefill,512,8,ampere_sgemm_128x64_nn,22.522579,0.9384407916666667,0.0,24,,
prefill,512,8,aten::split,0.0,0.0,0.26757199999999737,12,,
prefill,512,8,aten::narrow,0.0,0.0,0.18587999999999374,36,,
prefill,512,8,aten::slice,0.0,0.0,0.14068300000000453,39,,
prefill,512,8,aten::transpose,0.0,0.0,0.26151800000000547,97,,
prefill,512,8,aten::_to_copy,0.0,0.0,0.23145599999999922,24,,
prefill,512,8,aten::empty_strided,0.0,0.0,0.09741699999999673,24,,
prefill,512,8,aten::copy_,0.0,0.0,0.04041000000000531,24,,
prefill,512,8,aten::lift_fresh,0.0,0.0,0.002430999999998676,24,,
prefill,512,8,aten::detach_,0.0,0.0,0.030171000000001186,24,,
prefill,512,8,detach_,0.0,0.0,0.007688999999996667,24,,
prefill,512,8,aten::cat,0.8257950000000092,0.03440812500000038,0.5345789999999961,24,,
prefill,512,8,aten::scaled_dot_product_attention,2.8147259999999967,0.23456049999999973,0.7253949999999968,12,,
prefill,512,8,aten::_scaled_dot_product_efficient_attention,2.8147259999999967,0.23456049999999973,0.6164339999999966,12,,
prefill,512,8,aten::_efficient_attention_forward,2.8147259999999967,0.23456049999999973,0.38022699999999715,12,,
prefill,512,8,cudaStreamIsCapturing,0.0,0.0,0.014819000000002233,14,,
prefill,512,8,cudaOccupancyMaxActiveBlocksPerMultiprocessor,0.0,0.0,0.02333099999999922,13,,
prefill,512,8,aten::mul,4.030951999999982,0.0839781666666663,0.8717099999999964,48,,
prefill,512,8,aten::pow,0.8910110000000087,0.07425091666666737,0.3248230000000003,12,,
prefill,512,8,aten::result_type,0.0,0.0,0.0038500000000040017,12,,
prefill,512,8,"void at::native::(anonymous namespace)::CatArrayBatchedCopy<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 4, 64, 64>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 64, 64>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",0.8257950000000092,0.03440812500000038,0.0,24,,
prefill,512,8,aten::tanh,0.9250580000000027,0.07708816666666689,0.13564199999999801,12,,
prefill,512,8,"fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEffAttention::AttentionKernel<float, cutlass::arch::Sm80, true, 64, 64, 64, true, true>::Params)",2.8147259999999967,0.23456049999999973,0.0,12,,
prefill,512,8,ampere_sgemm_128x32_nn,3.6395599999999986,0.30329666666666655,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",1.905920999999993,0.0529422499999998,0.0,36,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",2.6429169999999895,0.07341436111111083,0.0,36,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul>)",0.8910110000000087,0.07425091666666737,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",0.9250580000000027,0.07708816666666689,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",0.9160959999999905,0.07634133333333254,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",1.3880349999999926,0.11566958333333272,0.0,12,,
prefill,512,8,ampere_sgemm_64x32_sliced1x4_nn,13.661790999999997,1.1384825833333332,0.0,12,,
prefill,512,8,cudaMalloc,0.0,0.0,0.360836000000003,2,,
prefill,512,8,aten::linear,16.634661,16.634661,0.3132459999999992,1,,
prefill,512,8,aten::t,0.0,0.0,0.005649999999997817,1,,
prefill,512,8,aten::matmul,16.634661,16.634661,0.2957960000000021,1,,
prefill,512,8,aten::mm,16.634661,16.634661,0.2808559999999998,1,,
prefill,512,8,aten::_unsafe_view,0.0,0.0,0.002,1,,
prefill,512,8,cudaDeviceSynchronize,0.0,0.0,55.441659,1,,
prefill,512,8,ampere_sgemm_128x64_tn,16.634661,16.634661,0.0,1,,
